CODIGO,TITULO
721315,Tool sharpener
721320,Saw sharpener
721325,Metal polisher
721405,Numerical control machining center operator
721410,Milling machine operator with numerical control
721415,Boring machine operator with numerical control
721420,"Electrical discharge machine operator, wire, numerically controlled"
721425,Numerically controlled grinding machine operator
721430,Numerically controlled lathe operator
722105,Forger
722110,Hammer forger
722115,Forging presista
722205,Metal Smelter
722210,Casting Operator
722215,Casting Finishing Operator
722220,Casting Machine Operator
722230,Leak operator
722235,Pot Maker
722305,"Macheiro, the hand"
722310,"Macheiro, the machine"
722315,"Moulder, by hand"
722320,"Moulder, machine"
722325,Sand preparation equipment operator
722330,Automated Molding Machine Operator
722405,Cabler
722410,Seamless Metal Pipe Drawing Machine
722415,"Wire drawing machine, machine-powered"
723105,Metal carburizing machine
723110,Metal and composite normalizer
723115,Cooling Equipment Operator
723120,Metal Heat Treatment Furnace Operator
723125,Metal and composite tempering machine
723205,Stripper
723210,Phosphatizer
723215,Galvanizer
723220,Gun metalizer
723225,Metalizer (hot bath)
723230,Wire Coating Machine Operator
723235,Zinc plating operator (electrolytic process)
723240,Oxidizer
723305,Paint Drying Equipment Operator
723310,Brush and roller painter (except metal works and structures)
723315,Painter of metal structures
723320,Vehicle painter (manufacturing)
723325,Immersion painter
723330,"Painter, pistol (except metal works and structures)"
724105,Plumbing Layer (Buildings)
724110,Plumber
724115,Piping installer
724120,Piping installer (aircraft)
724125,Piping installer (vessels)
724130,Fuel gas pipe installer (production and distribution)
724135,Steam piping installer (production and distribution)
724205,Assembler of metal structures
724210,Assembler of metal structures of vessels
724215,Pneumatic hammer riveter
724220,Metal structure preparer
724225,Scraping of metal structures
724230,"Riveter, by hand"
724305,Brazier
724310,Hand Oxycutter and Machine
724315,Welder
724320,Oxygas welder
724325,Electric Welder
724405,Boilermaker (copper plates)
724410,Boilermaker (iron and steel plates)
724415,Plater
724420,Metal body plater (fabrication)
724425,Marine Plating
724430,Aircraft Plater
724435,Industrial tinker
724440,Locksmith
724505,Plate Bending Machine Operator
724510,Sheet metal bending machine operator
724515,Prensista (press operator)
724605,Wire rope loop operator
724610,Wire rope braider
725005,Toolmaker adjuster
725010,Mechanical adjuster
725015,Mechanical adjuster (bench and machine tool machining)
725020,Benchtop mechanical adjuster
725025,Marine Adjuster (Repair & Construction)
725030,Fire extinguisher maintenance and refill operator
725105,"Assembler of machines, motors and accessories (series assembly)"
725205,Machine Assembler
725210,Printing machine assembler
725215,Assembler of wood machine tools
725220,Textile machine assembler
725225,Machine tool assembler (metal machining)
725305,Lifting equipment assembler
725310,Agricultural machinery assembler
725315,Mining and quarrying machine assembler
725320,Earthmoving machine assembler
725405,Aircraft engine assembler mechanic
725410,Mechanic assembler of boat engines
725415,Mechanical assembler of explosion and diesel engines
725420,Turbocharger assembler mechanic
725505,Vehicle assembler (assembly line)
725510,Assembly Team Operator
725605,Aircraft Structure Assembler
725610,Aircraft fuel system assembler
725705,Mechanical Refrigeration
730105,Supervisor of assembly and installation of electrical and electronic
731105,Electronic equipment assembler (medical devices)
731110,Electronic equipment assembler (computers and auxiliary equipment)
731115,Electrical equipment assembler (measuring instruments)
731120,Electrical equipment assembler (household appliances)
731125,Electrical equipment assembler (power plants)
731130,Electrical equipment assembler (motors and dynamos)
731135,Electrical equipment assembler
731140,Electronic equipment assembler (signage installations)
731145,Electronic equipment assembler (industrial machines)
731150,Electronic equipment assembler
731155,Electrical equipment assembler (elevators and similar equipment)
731160,Electrical equipment assembler (transformers)
731165,"Electrician winder, by hand"
731170,"Electrician, machine winder"
731175,Assembly line operator (electrical appliances)
731180,Assembly Line Operator (Electronic Appliances)
731205,"Assembler of electronic equipment (radio station, tv and radar equipment)"
731305,Installer-repairer of telephony switching equipment
731310,Installer-repairer of power equipment in telephony
731315,Installer-repairer of telephony transmission equipment
731320,Installer-repairer of telecommunications lines and devices
731325,Installer-repairer of telephone networks and cables
731330,Repairer of telecommunications devices in the laboratory
732105,"Electrician, Electrician, Telephone and Data Communication Line Maintenance Electrician"
732110,Electrical and telephone cable splicer (overhead and underground)
732115,"Cable, electrical and telephone line examiner"
732120,Installer of high and low voltage power lines (overhead and underground network)
732125,Electrical Installer (Vehicle Traction)
732130,Installer-repairer of telephone and data communication networks
732135,Telephone Line Linker
732140,Photovoltaic system installer
740105,Precision Mechanics Supervisor
740110,Musical Instrument Manufacturing Supervisor
741105,Precision Instrument Adjuster
741110,Optical Instrument Assembler
741115,Precision Instrument Assembler
741120,Watchmaker (manufacture)
741125,Watchmaker (repair)
742105,Musical instrument tuner
742110,Accordion maker
742115,String instrument maker
742120,"Percussion instrument maker (skin, leather or plastic)"
742125,Wind instrument maker (wood)
742130,Wind instrument maker (metal)
742135,Organ maker
742140,Piano maker
750105,Jewellery Supervisor
750205,Non-metallic minerals industry supervisor (except petroleum and coal products)
751005,Setting (jewelry)
751010,Jeweler
751015,Jeweler (repairs)
751020,Cutter (jewelry)
751105,Sheet Beater Machine
751110,Foundry (jewelry and goldsmithing)
751115,Engraver (jewellery and goldsmithing)
751120,Hand Held Precious Metal Mill
751125,Goldsmith
751130,Wire drawing (jewelry and goldsmithing)
752105,Artisan modeler (glass)
752110,Molder (glass)
752115,Glass blower
752120,Glass Tube Transformer
752205,Screen printing applicator on glass
752210,Glass Cutter
752215,Etching glass engraver
752220,Emery glass engraver
752225,Sandblasting Glass Engraver
752230,Glass and crystal cutter
752235,Surfer
752305,Potter
752310,Ceramist (pedal and motor lathe)
752315,Ceramist (semi-automatic lathe)
752320,Ceramist modeler
752325,Ceramist Moulder
752330,Ceramist presser
752405,Ceramic Decorator
752410,Glass Decorator
752415,Glass decorator with brush
752420,Enameller operator
752425,Mirroring operator
752430,"Ceramic painter, brush"
760105,Finishing foreman (textile industry)
760110,Spinning Foreman (Textile Industry)
760115,Knitting foreman (textile industry)
760120,Weaving foreman (textile industry)
760125,Master (Textile and Apparel Industry)
760205,Tanning Supervisor
760305,Cutting person in the making of the garment
760310,Sewing foreman in the making of the garment
760405,Supervisor (footwear and leather goods industry)
760505,"Supervisor of the manufacture of fabrics, leathers and related artifacts"
760605,Graphic Arts Supervisor (Publishing and Graphic Industry)
761005,Multi-purpose operator in the textile industry
761105,Textile Fiber Sorter
761110,Wool washer
761205,Opening operator (wiring)
761210,Binder operator
761215,Winder operator
761220,Card operator
761225,Crane operator
761230,Spinning Operator
761235,Laminator and rejoiner operator
761240,Roving Operator
761245,Open-end operator
761250,Dowel operator (wiring)
761255,Dressing table operator
761260,Twister operator
761303,Weaver (nets)
761306,Weaver (lace and embroidery)
761309,Weaver (automatic loom)
761312,Weaver (jacquard loom)
761315,Weaver (dobby power loom)
761318,Weaver (chess power loom)
761321,Weaver (flat mechanical loom)
761324,"Weaver (power loom, except jacquard)"
761327,"Knitting weaver, machine"
761330,Knitting weaver (circular machine)
761333,Knitting weaver (straight machine)
761336,"Weaver of socks, the machine"
761339,Hosiery weaver (circular machine)
761342,Stocking weaver (straight machine)
761345,"Carpet weaver, machine"
761348,Warp ironer operator
761351,Pulp operator
761354,Rope Machine Operator
761357,Warp operator
761360,Bird Maker Machine
761363,Yarn remitter
761366,Jacquard card picker
761405,Bleach (fabrics)
761410,Fabric Printer
761415,Calender operator (fabrics)
761420,Fabric Singe Operator
761425,Fabric waterproofing operator
761430,Yarn and fabric washing machine operator
761435,Rameuse operator
761805,Printing Inspector (Textile Production)
761810,Yarn Proofreader (Textile Production)
761815,Finished Fabric Reviewer
761820,Raw Tissue Reviewer
762005,Multi-skilled leather tanner
762105,Fur Sorter
762110,"Leather stripper, machined"
762115,Leather and skins drawing board (preparation)
762120,So-and-so
762125,Leather and fur splitter
762205,Tanner (hides and skins)
762210,Leather sorter
762215,Leather Dryer
762220,Leather lowerer
762305,Leather and fur drawing board (finishing)
762310,Fuloneiro in the finishing of hides and skins
762315,Leather and fur sander
762320,Leather and fur tint
762325,Leather and Skin Finishing Machine Operator
762330,Leather and fur presser
762335,Leather and fur trainer
762340,Tanned leather preparer
762345,Leather and fur cowboy
763005,Tailor
763010,Seamstress of custom pieces
763015,Clothing repair seamstress
763020,Leather and fur clothing seamstress
763105,Cutting assistant (preparation of making clothes)
763110,Clothes Cutter
763115,Clothes spreader
763120,Clothes scratcher
763125,Sewing assistant
763205,Leather and fur seamstress machine in series production
763210,Tailor in series
763215,"Tailor, the machine in series production"
763305,Finisher
763310,"Embroiderer, machine"
763315,Marker of pieces made for embroidery
763320,Finishing sewing machine operator
763325,Ironing machine for made-up parts
764005,Multipurpose shoe manufacturer
764105,"Shoe cutter, machine (except soles and insoles)"
764110,"Cutter of soles and insoles, machine"
764115,Shoe Preparer
764120,Sole and insole trainer
764205,Shoe sewing machine
764210,Shoe fitter
764305,Shoe finisher
765005,Leather goods maker (except shoes)
765010,Ladies' Hatter
765015,Boneleiro
765105,Leather goods cutter (except clothing and footwear)
765110,Tapestry cutter
765205,Mattress (mattress making)
765215,Cloth toy maker
765225,"Maker of nautical sails, tents and awnings"
765230,Aircraft upholsterer
765235,Furniture upholsterer
765240,Auto upholsterer
765310,"Sewing of leather goods, machine (except clothing and footwear)"
765315,Assembler of leather goods (except clothing and footwear)
765405,Fabric and leather finishing worker
766105,Plate copier
766115,Flexo matrix recorder (clicherist)
766120,Text and image editor
766125,Photolithography Assembler (Analog and Digital)
766130,Gravure matrix recorder (electromechanical and chemical)
766135,Chalcographic matrix engraver
766140,Silkscreen matrix engraver
766145,Operator of test systems (analog and digital)
766150,Image processing process operator
766155,Visual Graphical Programmer
766205,Printer (screen printing)
766210,Chalcographic printer
766215,Offset printer (flat and rotary)
766220,Rotary printer
766225,Rotogravure Printer
766230,Digital Printer
766235,Flexographic Printer
766240,Letterset printer
766245,Pad printer
766250,Typographic printer
766305,Packaging finisher (flexible and cartotechnical)
766310,Die cutting printer
766315,Finishing Operator (Printing Industry)
766320,Guillotine operator (paper cutting)
766325,Die Cutting Die Maker
766405,Photographic Laboratory
766410,"Photo film developer, in black and white"
766415,"Photographic film developer, in color"
766420,Radiology Assistant (Photo Development)
768105,Weaver (handloom)
768110,"Carpet weaver, by hand"
768115,"Knitter, by hand"
768120,Netnet
768125,Hatter (straw hats)
768130,"Crocheter, by hand"
768205,"Embroiderer, by hand"
768210,Cerzidor
768305,Leather artificer
768310,"Shoe cutter, hand (except soles)"
768315,"Sewing of leather goods, by hand (except clothing and footwear)"
768320,Shoemaker (custom-made shoes)
768325,Saddler
768605,Printer
768610,Lynotypist
768615,Monotypist
768620,Pager
768625,Sign Painter
768630,Rubber stamp maker
768705,"Engraver, Hand (Binding)"
768710,Book restorer
770105,Master (wood and furniture industry)
770110,Master carpenter
771105,Joiner
771110,Wood Modeler
771115,Model maker in carpentry
771120,Cooper
772105,Wood Classifier
772110,Wood impregnator
772115,Wood dryer
773105,Wood laminate cutter
773110,Saw operator in wood splitting
773115,Edge sawing machine in wood unfolding
773120,Wood sawyer
773125,Wood sawyer (multi-circular saw)
773130,Wood sawyer (multiple band saw)
773205,Plate interleaving machine operator (plywood)
773210,Crowd presser
773215,Plywood Pressist
773220,Binder Preparer
773305,Trowel operator in conventional wood machining
773310,Carving Operator (Wood Machining)
773315,Milling machine operator (wood machining)
773320,Sander operator (wood machining)
773325,"Wood machining machine operator, in general"
773330,Frame Operator (Wood Machining)
773335,Planer Operator
773340,Saw operator (wood machining)
773345,Automatic lathe operator (wood machining)
773350,Router operator (wood machining)
773355,Turner in conventional wood machining
773405,Edging Machine Operator
773410,Water curtain machine operator (furniture production)
773415,Wood Machining Machine Operator (Serial Production)
773420,High Frequency Press Operator in Wood Machining
773505,Wood Machining Center (CNC) Operator
773510,Wood Machine Operator (CNC)
774105,Assembler of furniture and wooden artifacts
775105,Wood carver
775110,Wood Furniture Veneer
775115,Wood polish
775120,Marquetry
776405,Basket weaver
776410,"Maker of brushes, brushes and similar products (by hand)"
776415,"Maker of brushes, brushes and similar products (the machine)"
776420,"Wicker, reed and bamboo furniture maker"
776425,Esteireiro
776430,Sweeper
777105,Shipbuilder (small boat building)
777110,Shipyard (vessels)
777115,Shipyard (shipyards)
777205,Truck carpenter
777210,Body carpenter
780105,Packaging and Labeling Supervisor
781105,Conductor of robotic painting processes
781110,Driver of robotic welding processes
781305,Remotely controlled underwater vehicle operator
781310,Unmanned Aircraft Operator
781705,Professional diver (shallow and deep)
782105,Dredge Operator
782110,Crane operator (fixed)
782115,Mobile Crane Operator
782120,Road-rail machine operator
782125,Freight elevator operator (civil construction)
782130,Overhead Crane Operator
782135,Gantry Operator
782140,Electric Hoist Operator
782145,Signalman (overhead crane)
782205,Crane (civil construction)
782210,Docking Operator
782220,Forklift Operator
782305,Passenger car driver
782310,Driver of a van or similar vehicle
782315,Taxi driver
782320,Ambulance driver
782405,Highway Bus Driver
782410,City Bus Driver
782415,Trolleybus driver
782505,Self-employed trucker (regional and international routes)
782510,Truck driver (regional and international routes)
782515,Operational winch driver
782605,Subway train operator
782610,Train driver
782615,Metropolitan train driver
782620,Driver
782625,Train Driver Assistant
782630,Cable car operator (passengers)
782705,Deck deckhand (sea and river)
782710,Engine sailor
782715,Deck boy (sea and river)
782720,Engineer (maritime and river)
782725,Sport and recreational sailor
782730,Auxiliary deck deckhand (sea and waterway)
782735,Auxiliary engineer sailor (maritime and waterway)
782805,Driver of animal-drawn vehicles (streets and roads)
782810,Drover
782815,Cowboy
782820,Pedal Vehicle Driver
783105,Yard Agent
783110,Maneuverer
783205,Loader (aircraft)
783210,Loader (warehouse)
783215,Loader (land transport vehicles)
783220,Dockworker
783225,Driver's Assistant
783230,Blocker (dock worker)
783235,Foreman dock worker
783240,Mooring and unmooring of vessels
784105,"Packer, by hand"
784110,"Packer, machine"
784115,Labeling Machine Operator
784120,Liquid filling machine operator
784125,Baling Press Operator
784205,Production Line Feeder
791105,Embroiderer artisan
791110,Ceramist artisan
791115,Craftsman with recyclable material
791120,Artisan who makes biojewelry and ecojewelry
791125,Leather craftsman
791130,Craftsman Sculptor
791135,Furniture craftsman (except recycled)
791140,Artisan weaver
791145,Braider craftsman
791150,Artisan crocheter
791155,Knitting artisan
791160,Artisan Farmer
810105,Master (Petrochemical and Carbochemical Industry)
810110,Master of Chemical Production
810205,Master (Rubber and Plastic Industry)
810305,Master of Pharmaceutical Production
811005,Chemical and Petrochemical Process Operator
811010,"Control room operator for chemical, petrochemical and related facilities"
811105,Miller (chemical treatments and the like)
811110,Mixer machine operator (chemical treatments and the like)
811115,Crusher operator (chemical treatments and the like)
811120,Concentration Operator
811125,Resin and varnish manufacturing worker
811130,Paint manufacturing worker
811205,Calcination operator (chemical treatment and related)
811215,Radioactive Chemical Treatment Operator
811305,Centrifuge operator (chemical treatments and the like)
811310,Oil exploration operator
811315,Drying Filter Operator (Mining)
811320,Rotary Drum Filter Operator (Chemical Treatments & Related)
811325,Filter-Crawler Operator (Mining)
811330,Filter press operator (chemical treatments and the like)
811335,Paraffin filter operator (chemical treatments and related)
811405,Wood Distiller
811410,Chemical distiller (except petroleum)
811415,"Continuous running still operator (chemicals, except petroleum)"
811420,"Operator of reaction and conversion apparatus (chemicals, except petroleum)"
811425,Alcohol distillation equipment operator
811430,Evaporator operator in distillation
811505,Control Panel Operator (Oil Refining)
811510,Transfer and storage operator - in oil refining
811605,Coke Crusher Operator
811610,Erase and coke car operator
811615,Distillation and coke by-products operator
811620,Coke Infornament and Release Operator
811625,Exhaust Fan Operator
811630,Control Panel Operator
811635,Thermal Control and Preservation Operator
811640,Petroleum Coke Reactor Operator
811645,Refrigeration operator (coke plant)
811650,Reversing System Operator (Coke Oven)
811705,Bamburista
811710,Rubber Calandrista
811715,Tire manufacturer
811725,Immersion candle maker
811735,Candle maker by molding
811745,Plastic laminator
811750,Compression Rubber Moulder
811760,Plastic compression molder
811770,Plastic Injection Molder
811775,Rubber wire drawing machine
811805,Pharmaceutical Machine Operator
811810,Drageador (medications)
811815,Cosmetic Manufacturing Machine Operator
811820,"Operator of a machine for the manufacture of hygiene and cleaning products (soap, soap, detergent, absorbent, diapers, cotton swabs and others)"
812105,Firework
812110,Ammunition and explosives manufacturing worker
813105,Cylindrist (petrochemical and related)
813110,"Calender operator (chemical, petrochemical and related)"
813115,"Extruder operator (chemical, petrochemical and related)"
813120,"Process operator (chemical, petrochemical and related)"
813125,"Production operator (chemical, petrochemical and related)"
813130,"Operation technician (chemical, petrochemical and related)"
818105,Industrial Laboratory Assistant
818110,Laboratory assistant of physicochemical analysis
820105,Master of steel
820110,Melt shop master
820115,Blast Furnace Master
820120,Electric Oven Master
820125,Lamination Master
820205,"Supervisor of manufacture of ceramic, porcelain and related products"
820210,Glass Products Manufacturing Supervisor
821105,Control Center Operator (Sintering)
821110,Sintering Machine Operator
821205,Furnace and operator (blast furnace)
821210,Furnace and operator (oxygen converter)
821215,Furnace and operator (electric furnace)
821220,Furnace and operator (non-ferrous metals refining)
821225,Furnace and direct reduction furnace operator
821230,Steelmaking Operator (Converter Tipping Machine)
821235,Steelmaking Operator (Pig Iron Desulfurization)
821240,Steelmaking Operator (Pig Iron Receiving)
821245,Running Area Operator
821250,Degassing operator
821255,Converter Blower
821305,Rolling Mill Operator
821310,Cold Rod Mill Operator
821315,Hot Rod Mill Operator
821320,Non-ferrous metals rolling mill operator
821325,Tube rolling mill operator
821330,Cylinder and Bearing Assembly Operator
821335,Retriever of guides and cylinders
821405,Sheet and metal finishing officer (tempering)
821410,Scavenger
821415,Product Marker (Steel & Metalworking)
821420,Hot strip winding machine operator in the finishing of sheets and metals
821425,Rolling Booth Operator (Wire Rod)
821430,Slag and scrap operator
821435,Abrasive Jet Operator
821440,"Operator of mechanical shear and cutting machine, in the finishing of sheets and metals"
821445,Scrap and shavings preparer
821450,Metal deburring machine
822105,Cubilô furnace maker
822110,Well furnace
822115,Smelting furnace (reduction furnace)
822120,Reheating and heat treatment furnace in metallurgy
822125,Reverberation furnace
823105,Dough Maker (Abrasives Manufacturing)
823110,Dough Maker (Glass Making)
823115,Clay Dough Maker
823120,Boot Preparer
823125,Enamel Preparer (Ceramic)
823130,Additive Preparer
823135,Atomizer Operator
823210,Yarn or fiberglass extruder
823215,Furnace in glass foundry
823220,Furnace in glass annealing
823230,"Abrasive moulder in ceramics, glass and porcelain manufacturing"
823235,Float glass metal bath operator
823240,Glass blowing machine operator
823245,Glass rod and tube extruder machine operator
823250,Glass Molding Press Operator
823255,Glass Temperer
823265,Worker in the manufacture of abrasive products
823305,Refractory brick classifier and stacker
823315,Furnace (building materials)
823320,Worker in the elaboration of prefabricated (asbestos cement)
823325,Precast worker (reinforced concrete)
823330,Artificial stone manufacturing worker
828105,Oleiro (tile making)
828110,Potter (brick making)
830105,"Master (pulp, paper and cardboard industry)"
831105,Cylinder in the preparation of pulp for papermaking
831110,Pulp Brightener Operator for Papermaking
831115,Papermaking pulp digester operator
831120,Pulp washing and scrubbing operator for papermaking
831125,Pulp Drying Machine Operator
832105,Paper Calandrista
832110,Paper Cutter Operator
832115,Paper Making Machine Operator (Wet Phase)
832120,Paper Making Machine Operator (Dry Phase)
832125,Paper and cardboard machine operator
832135,Rewinder operator in paper and cardboard manufacturing
833105,"Cartoner, the machine"
833110,"Pouch, sack and sack and paper maker, the machine"
833115,"Cellophane bag maker, machine"
833120,Cardboard cutting and folding machine operator
833125,Built-in cardboard press operator
833205,"Cartoner, by hand (carton boxes)"
840105,Food Industry Production Supervisor
840110,Beverage Industry Supervisor
840115,Tobacco Industry Supervisor
840120,Pastry chef
841105,Cereal miller (except rice)
841110,Spice miller
841115,Grinding Process Operator
841205,Salt grinder
841210,Salt Refiner
841305,Crystallization operator in sugar refining
841310,Sugar refining equipment operator (continuous process)
841315,Milling operator in sugar manufacturing
841320,Syrup treatment operator in sugar refining
841408,Cooker (food preservation)
841416,Meat Cooker
841420,Fruit and vegetable cooker
841428,Fish Cooker
841432,Food dehydrator
841440,Food Sterilizer
841444,Oil and fat hydrogenator
841448,Lagareiro
841456,Cold Room Operator
841460,Vegetable grain preparation operator (oils and fats)
841464,Fruit Presser (Except Oilseeds)
841468,Feed preparer
841472,Oil & Fat Refiner
841476,Margarine Manufacturing Worker
841484,Fish preparation worker (cleaning)
841505,Milk treatment and dairy manufacturing worker
841605,Coffee mixer
841610,Coffee roaster
841615,Coffee grinder
841620,Instant coffee extraction operator
841625,Cocoa roaster
841630,Tea or mate mixer
841705,Alembic
841710,Beer Filter
841715,Fermentor
841720,Winemaking worker
841725,Malt (germination)
841730,Malt Cooker
841735,Malt desiccator
841740,Vinegar Maker
841745,Syrup
841805,"Oven operator (manufacture of bread, biscuits and the like)"
841810,"Operator of sweet, savory and pasta manufacturing machines"
841815,Chocolate and chocolate making machine operator
842105,Molasses and smoke essence preparer
842110,Smoke Processor
842115,Smoke classifier
842120,Tobacco Processing Aid
842125,Machine operator (cigarette making)
842135,Raw material preparation machine operator for cigarette production
842205,Smoke Maker in Cigar Making
842210,Cigar and cigarillo making machine operator
842215,Cigar Sorter
842220,Cigar cutter
842225,Cellophanist in cigar manufacturing
842230,Cigar maker by hand
842235,Cigar taster
848105,Meat and fish smoker
848110,Food Salter
848115,"Sausage maker (manufacture of sausage, sausage and similar products)"
848205,Pasteurizer
848210,Cheesemaker in dairy manufacturing
848215,Butter Man in Dairy Manufacturing
848305,Baker
848310,Confectioner
848315,Dough (pasta)
848325,Ice cream manufacturing worker
848405,Coffee Taster
848410,Tea Taster
848415,Cocoa derivatives taster
848420,Wine or liquor taster
848425,Grain Classifier
848505,Slaughterhouse
848510,Butcher
848515,Deboner
848520,Magarefe
848525,Meat Shredder
848605,Tobacco processing worker
860105,Electromechanical Maintenance Supervisor (utilities)
860110,"Fluid Operation Supervisor (distribution, collection, treatment of water, gases, steam)"
860115,"Electrical Operation Supervisor (generation, transmission and distribution of electricity)"
861105,Hydroelectric Power Plant Operator
861110,Electric Power Distribution Board Operator
861115,Thermal Power Plant Operator
861120,Nuclear reactor operator
861205,Substation Operator
862105,Stoker (steam locomotives)
862110,Boat Driver
862115,Coal Gas Battery Operator
862120,Boiler Operator
862130,Air Compressor Operator
862140,Pumping Station Operator
862150,"Fixed machine operator, in general"
862155,"Utility operator (production and distribution of steam, gas, oil, fuel, power, oxygen)"
862160,Aircraft Fuel Supply Operator
862205,"Water collection, treatment and distribution plant operator"
862305,Water and wastewater treatment plant operator
862310,"Incineration furnace operator in the treatment of water, effluents and industrial waste"
862405,"Gas extraction, processing, bottling and distribution plant operator"
862505,Refrigeration Installation Operator
862510,Ammonia Refrigeration Operator
862515,Air conditioning installation operator
910105,Mechanical maintenance of operating systems
910110,"Supervisor of maintenance of thermal, air conditioning and refrigeration appliances"
910115,"Maintenance supervisor of pumps, motors, compressors and transmission equipment"
910120,Graphic Machinery Maintenance Supervisor
910125,Textile Industrial Machinery Maintenance Supervisor
910130,Machine tool and machining maintenance supervisor
910205,Supervisor of maintenance and repair of light vehicles
910210,Supervisor of maintenance and repair of heavy vehicles
910905,Railway Repair Supervisor
910910,Railway Maintenance Supervisor
911105,Injection pump maintenance mechanic (except for motor vehicles)
911110,Pump Maintenance Mechanic
911115,Air compressor maintenance mechanic
911120,Diesel engine maintenance mechanic (except motor vehicles)
911125,Gearbox maintenance mechanic
911130,Turbine maintenance mechanic (except aircraft)
911135,Turbocharger Maintenance Mechanic
911205,Mechanic of maintenance and installation of air conditioning and refrigeration devices
911305,"Machine maintenance mechanic, in general"
911310,Printing machine maintenance mechanic
911315,Machine tool maintenance mechanic (wood mining)
911320,Textile machinery maintenance mechanic
911325,Machine tool maintenance mechanic (metal machining)
913105,Mechanical Maintenance of Lifting Apparatus
913110,Mining Equipment Maintenance Mechanic
913115,Agricultural machinery maintenance mechanic
913120,Construction and earthmoving machinery maintenance mechanic
913125,Conveyor belt vulcanizer
914105,"Aircraft maintenance mechanic, in general"
914110,Aircraft hydraulic system maintenance mechanic (runway and hangar services)
914205,Engine and marine equipment maintenance mechanic
914305,Railway Vehicle Maintenance Mechanic
914405,"Mechanic for the maintenance of automobiles, motorcycles and similar vehicles"
914410,Maintenance mechanic for forklifts and other light load vehicles
914415,Motorcycle Maintenance Mechanic
914420,Tractor Maintenance Mechanic
914425,Mechanic of diesel motor vehicles (except tractors)
915105,Technician in maintenance of measuring and precision instruments
915110,Water Meter Maintenance Technician
915115,Scale Maintenance Technician
915205,Restorer of musical instruments (except bowed strings)
915210,Musical instrument repairer
915215,Luthier (restoration of bowed strings)
915305,Technician in maintenance of medical-hospital equipment and instruments
915405,Photographic equipment repairer
919105,Industrial Lubricator
919110,Motor vehicle lubricator (except vessels)
919115,Vessel oiler
919205,"Maintenance mechanic of lawn mowers, brush cutters, chainsaws and similar"
919305,Sports and fitness equipment maintenance mechanic
919310,Maintenance mechanic for bicycles and similar vehicles
919315,Bike Fitter
950105,Industrial High Voltage Electrical Maintenance Supervisor
950110,"Industrial, commercial and building electromechanical maintenance supervisor"
950205,Vehicle Electrical Maintenance Officer
950305,Electromechanical Maintenance Supervisor
951105,Electrical and electronic maintenance electrician
951305,Installer of electrical and electronic security systems
951310,Maintainer of electrical and electronic safety systems
951315,Indoor Security Electronic Systems Monitor
951320,Outdoor Security Electronic Systems Monitor
953105,Installation Electrician (Aircraft)
953110,Installation electrician (vessels)
953115,"Plant electrician (motor vehicles and machine tools, except aircraft and vessels)"
954105,Electromechanical Elevator Maintenance
954110,Electromechanical Escalator Maintenance
954115,Electromechanical Automatic Door Maintenance
954120,Building Mechanical Installation Maintenance Mechanic
954125,Electromechanical operator
954205,Repairer of household appliances (except image and sound)
954210,"Radio, TV and Sound Repairer"
954305,Office Equipment Repairer
991105,Permanent track conservator (rails)
991110,Permanent Track Inspector (Rails)
991115,Operator of special machines in permanent track maintenance (rails)
991120,Aluminothermic welder in rail maintenance
991205,Maintainer of amusement park equipment and the like
991305,Vehicle tinker (repair)
991310,Vehicle assembler (repair)
991315,Vehicle painter (repair)
992105,Tire Aligner
992110,Balancer
992115,Rubber Repairer
992120,Parts washer
992205,General Supervisor of Permanent Track Maintenance Operations (Except Rails)
992210,Permanent Track Maintenance Team Supervisor (except Rails)
992215,Harvester operator in the maintenance of permanent roads
992220,Maintenance mason of permanent roads (except rails)
992225,General assistant for the maintenance of permanent roads (except rails)
